order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
958296,16931,prior,5,5,14,3.0
449613,16931,prior,6,1,16,3.0
1650451,16931,prior,7,3,10,2.0
1268976,16931,prior,8,6,16,10.0
2424939,16931,prior,9,0,14,8.0
1713691,16931,prior,10,4,19,11.0
1111231,16931,prior,11,3,22,6.0
1414346,16931,prior,12,2,13,6.0
3202217,16931,prior,13,3,20,30.0
762664,16931,prior,14,6,22,3.0
1718493,16931,prior,15,6,22,14.0
1237049,16931,prior,16,1,19,30.0
769997,16931,prior,17,1,20,21.0
779242,16931,prior,18,2,12,15.0
3111864,16931,prior,19,4,8,2.0
2150362,16931,prior,20,2,23,26.0
344845,16931,prior,21,2,8,7.0
1720308,16931,prior,22,4,22,9.0
263237,16931,prior,23,0,16,10.0
3217825,16931,prior,24,5,20,19.0
601916,16931,prior,25,1,19,10.0
1504762,16931,prior,26,1,21,0.0
1183631,16931,prior,27,3,15,9.0
1035557,16931,prior,28,5,17,23.0
1116505,16931,prior,29,2,16,4.0
1599363,16931,prior,30,5,17,3.0
3265784,16931,prior,31,6,17,8.0
2410187,16931,prior,32,5,8,13.0
313799,16931,prior,33,4,17,6.0
3067542,16931,train,34,5,7,1.0
1706737,17058,prior,1,6,7,
3195687,17058,prior,2,4,10,5.0
2367073,17058,prior,3,0,14,3.0
2788258,17058,prior,4,6,12,6.0
2511919,17058,prior,5,5,11,6.0
385773,17058,prior,6,5,8,7.0
1353016,17058,prior,7,6,11,8.0
2519548,17058,prior,8,5,15,6.0
3256433,17058,prior,9,0,11,9.0
3329129,17058,prior,10,6,7,6.0
2260242,17058,prior,11,5,9,6.0
1393869,17058,prior,12,6,7,8.0
1259741,17058,prior,13,3,9,4.0
1814535,17058,prior,14,6,9,10.0
1568437,17058,prior,15,6,4,7.0
3169490,17058,prior,16,1,9,9.0
3251613,17058,prior,17,5,17,4.0
2294740,17058,prior,18,6,9,8.0
1645457,17058,prior,19,5,9,20.0
595599,17058,prior,20,6,7,8.0
1086458,17058,prior,21,5,16,6.0
2590631,17058,prior,22,5,9,7.0
1640067,17058,prior,23,4,16,6.0
1793796,17058,prior,24,4,16,7.0
2155799,17058,prior,25,4,11,7.0
1754156,17058,prior,26,4,12,7.0
1887868,17058,prior,27,4,15,7.0
3419838,17058,prior,28,5,9,8.0
192060,17058,prior,29,5,15,7.0
2140191,17058,prior,30,0,11,9.0
1488471,17058,prior,31,5,9,5.0
1667604,17058,prior,32,4,13,6.0
722074,17058,prior,33,5,17,8.0
2445939,17058,prior,34,5,16,14.0
664326,17058,prior,35,4,9,6.0
571939,17058,prior,36,5,17,1.0
2036454,17058,prior,37,4,17,6.0
231419,17058,prior,38,4,19,7.0
3168068,17058,prior,39,4,9,7.0
1752825,17058,prior,40,4,13,7.0
498206,17058,prior,41,4,14,7.0
2709267,17058,prior,42,5,9,8.0
1602806,17058,prior,43,5,13,7.0
3344055,17058,prior,44,4,18,6.0
936357,17058,prior,45,4,17,7.0
2182125,17058,prior,46,4,17,7.0
3338344,17058,prior,47,2,17,5.0
1275175,17058,prior,48,3,8,8.0
3257566,17058,prior,49,2,14,6.0
120453,17058,prior,50,2,20,7.0
602081,17058,prior,51,3,9,8.0
1756531,17058,test,52,3,9,7.0
1715997,17339,prior,1,2,20,
1023755,17339,prior,2,5,10,10.0
2355714,17339,prior,3,3,13,5.0
234468,17339,prior,4,1,17,5.0
360914,17339,prior,5,4,12,10.0
2456023,17339,prior,6,1,16,4.0
1458474,17339,prior,7,2,21,8.0
1063628,17339,prior,8,1,16,6.0
1001798,17339,prior,9,4,12,3.0
2960672,17339,prior,10,4,15,7.0
2961150,17339,prior,11,3,15,6.0
2664311,17339,prior,12,5,17,2.0
192138,17339,prior,13,6,9,1.0
3083633,17339,prior,14,5,8,13.0
285190,17339,prior,15,1,16,3.0
471638,17339,prior,16,3,15,2.0
1910831,17339,prior,17,4,11,8.0
2404701,17339,prior,18,4,9,7.0
3147268,17339,prior,19,2,11,5.0
2537204,17339,prior,20,5,10,10.0
761572,17339,prior,21,2,10,11.0
1931142,17339,prior,22,1,16,6.0
2722311,17339,prior,23,4,11,3.0
658935,17339,prior,24,5,15,8.0
676373,17339,prior,25,5,17,7.0
3312754,17339,prior,26,3,11,5.0
2699567,17339,prior,27,3,13,0.0
1618064,17339,prior,28,4,6,8.0
2880112,17339,prior,29,2,15,5.0
217387,17339,prior,30,5,11,3.0
1580761,17339,prior,31,2,11,11.0
2781417,17339,prior,32,2,10,7.0
2525535,17339,prior,33,5,10,3.0
54181,17339,prior,34,2,11,11.0
2200611,17339,prior,35,6,11,4.0
1187233,17339,prior,36,4,15,5.0
1514168,17339,prior,37,3,22,13.0
1256167,17339,prior,38,2,12,6.0
2489551,17339,prior,39,6,12,4.0
1535279,17339,prior,40,4,12,12.0
1767431,17339,prior,41,3,11,13.0
2482063,17339,prior,42,1,15,5.0
2649879,17339,prior,43,3,14,2.0
2442393,17339,prior,44,3,15,7.0
2056725,17339,prior,45,1,13,26.0
3394541,17339,prior,46,4,15,10.0
1236378,17339,prior,47,0,21,3.0
2855116,17339,prior,48,1,18,8.0
3035464,17339,prior,49,1,15,14.0
1089309,17339,prior,50,3,10,16.0
1634524,17339,prior,51,4,17,1.0
796810,17339,prior,52,1,15,4.0
2557582,17339,test,53,3,15,9.0
390610,17579,prior,1,1,11,
2394441,17579,prior,2,3,14,16.0
3153831,17579,prior,3,4,17,15.0
431595,17579,prior,4,2,19,5.0
2837055,17579,prior,5,2,16,7.0
21295,17579,prior,6,3,17,8.0
258709,17579,prior,7,2,13,13.0
2431618,17579,prior,8,3,10,8.0
1444499,17579,prior,9,2,9,6.0
748418,17579,prior,10,1,9,6.0
1289025,17579,prior,11,1,17,7.0
2005677,17579,prior,12,1,12,7.0
946566,17579,prior,13,5,9,4.0
2166735,17579,prior,14,5,9,7.0
3011706,17579,prior,15,5,17,7.0
1386194,17579,prior,16,2,11,11.0
1800390,17579,prior,17,1,9,6.0
2970775,17579,prior,18,5,14,11.0
1805380,17579,prior,19,2,15,11.0
2284332,17579,prior,20,3,10,8.0
466735,17579,prior,21,1,12,12.0
1056682,17579,prior,22,1,14,7.0
3299517,17579,prior,23,5,15,4.0
19914,17579,prior,24,1,10,10.0
84904,17579,prior,25,0,12,13.0
2385494,17579,prior,26,1,10,8.0
2512239,17579,prior,27,3,9,9.0
3306060,17579,prior,28,1,15,19.0
2270414,17579,prior,29,4,10,10.0
2423263,17579,prior,30,4,10,14.0
2491533,17579,prior,31,1,14,11.0
77181,17579,prior,32,1,13,7.0
2547410,17579,prior,33,1,12,7.0
1101180,17579,prior,34,3,21,2.0
1525715,17579,prior,35,2,15,13.0
2472357,17579,prior,36,5,10,17.0
1774957,17579,prior,37,1,9,10.0
1465725,17579,prior,38,4,11,10.0
2087887,17579,test,39,1,18,11.0
1578637,17588,prior,1,0,3,
1026814,17588,prior,2,4,10,11.0
1020357,17588,prior,3,2,7,5.0
2735662,17588,prior,4,0,10,5.0
119678,17588,prior,5,4,23,4.0
2627122,17588,prior,6,4,10,7.0
835325,17588,prior,7,6,12,2.0
2841253,17588,prior,8,0,14,8.0
904206,17588,prior,9,0,9,7.0
436893,17588,prior,10,6,20,6.0
1524387,17588,prior,11,3,0,4.0
3258891,17588,prior,12,1,11,5.0
3387931,17588,prior,13,4,21,3.0
477031,17588,prior,14,3,18,6.0
1616423,17588,prior,15,5,11,9.0
1127871,17588,prior,16,0,9,9.0
2617583,17588,prior,17,5,14,5.0
1562662,17588,prior,18,1,21,3.0
2131949,17588,prior,19,5,7,4.0
2283947,17588,prior,20,6,9,22.0
2294757,17588,prior,21,2,11,3.0
2651966,17588,prior,22,0,1,19.0
690460,17588,prior,23,2,11,2.0
1714666,17588,prior,24,4,9,2.0
529826,17588,prior,25,4,8,7.0
1039675,17588,prior,26,3,16,6.0
2953494,17588,prior,27,3,18,21.0
1704857,17588,prior,28,2,2,30.0
2080225,17588,prior,29,4,22,2.0
1915479,17588,prior,30,4,18,7.0
50031,17588,prior,31,2,23,5.0
2960372,17588,prior,32,3,11,8.0
334107,17588,prior,33,6,14,3.0
2640091,17588,prior,34,1,11,30.0
2090584,17588,prior,35,2,19,1.0
60133,17588,prior,36,0,18,5.0
3311149,17588,train,37,5,18,5.0
2262539,17591,prior,1,0,12,
1639576,17591,prior,2,1,12,8.0
298319,17591,prior,3,0,13,6.0
1907804,17591,prior,4,0,14,7.0
790381,17591,prior,5,1,12,8.0
3170052,17591,prior,6,6,20,5.0
1286034,17591,prior,7,0,14,8.0
1980619,17591,prior,8,0,10,14.0
704544,17591,prior,9,3,16,10.0
2027236,17591,prior,10,0,15,4.0
677759,17591,prior,11,0,0,7.0
2862503,17591,prior,12,2,16,9.0
2022898,17591,prior,13,1,17,6.0
1982760,17591,prior,14,6,14,12.0
2470134,17591,prior,15,0,17,8.0
1886087,17591,prior,16,0,13,7.0
2052644,17591,prior,17,2,17,2.0
1037217,17591,prior,18,2,14,7.0
783401,17591,prior,19,0,13,5.0
1710640,17591,prior,20,2,15,9.0
734208,17591,prior,21,2,14,7.0
3263662,17591,prior,22,0,14,5.0
61774,17591,prior,23,0,13,14.0
1495760,17591,prior,24,0,15,7.0
3022712,17591,prior,25,2,12,9.0
452340,17591,prior,26,0,15,5.0
2315497,17591,prior,27,1,16,8.0
823596,17591,prior,28,0,17,6.0
2503647,17591,prior,29,6,13,6.0
1037609,17591,prior,30,0,13,8.0
1830958,17591,prior,31,0,13,7.0
2831245,17591,prior,32,6,12,13.0
274042,17591,prior,33,1,17,16.0
2772604,17591,prior,34,3,19,9.0
127774,17591,prior,35,2,17,6.0
3212706,17591,prior,36,1,9,6.0
1047544,17591,prior,37,3,18,2.0
1300139,17591,prior,38,2,16,6.0
1678612,17591,prior,39,6,15,30.0
141189,17591,prior,40,0,14,8.0
51482,17591,prior,41,6,12,6.0
1476305,17591,prior,42,4,16,12.0
2508382,17591,prior,43,2,17,12.0
2436495,17591,train,44,0,15,12.0
834632,17596,prior,1,4,9,
972638,17596,prior,2,2,11,26.0
117997,17596,prior,3,1,14,20.0
2873035,17596,prior,4,4,12,30.0
2435993,17596,prior,5,3,15,13.0
1293332,17596,prior,6,1,9,12.0
133685,17596,prior,7,4,9,17.0
504540,17596,prior,8,1,11,11.0
428500,17596,prior,9,3,10,16.0
1608911,17596,prior,10,5,10,9.0
342773,17596,prior,11,1,15,10.0
1552978,17596,prior,12,1,14,7.0
3330736,17596,prior,13,5,10,11.0
749067,17596,prior,14,3,11,5.0
2483563,17596,prior,15,1,13,30.0
2049817,17596,prior,16,2,8,1.0
1521333,17596,prior,17,2,10,14.0
3010651,17596,prior,18,3,11,8.0
1359974,17596,prior,19,2,9,6.0
2924078,17596,prior,20,5,10,17.0
933192,17596,prior,21,2,13,4.0
854760,17596,prior,22,4,13,9.0
3040237,17596,prior,23,2,9,12.0
1033167,17596,prior,24,1,10,6.0
2935709,17596,prior,25,3,13,9.0
2134010,17596,prior,26,1,14,5.0
2168746,17596,test,27,1,13,7.0
3038027,17597,prior,1,1,19,
1713288,17597,prior,2,3,15,2.0
221422,17597,prior,3,6,15,3.0
2873324,17597,prior,4,3,21,4.0
1596177,17597,prior,5,5,17,16.0
3084406,17597,prior,6,6,18,8.0
710134,17597,prior,7,4,16,5.0
558203,17597,prior,8,6,20,2.0
1284447,17597,prior,9,1,17,2.0
227191,17597,prior,10,4,7,17.0
995963,17597,prior,11,1,14,4.0
1877989,17597,prior,12,5,13,4.0
318544,17597,prior,13,0,13,2.0
710312,17597,prior,14,0,16,0.0
3168169,17597,prior,15,2,17,2.0
38214,17597,prior,16,5,12,3.0
2128921,17597,prior,17,1,12,3.0
95719,17597,prior,18,6,19,5.0
179937,17597,prior,19,3,10,4.0
455475,17597,prior,20,5,17,2.0
3348344,17597,prior,21,4,17,6.0
2129883,17597,prior,22,4,12,7.0
2382337,17597,prior,23,0,16,10.0
3284239,17597,prior,24,0,16,7.0
490966,17597,prior,25,5,18,5.0
2137443,17597,prior,26,2,15,11.0
2417126,17597,prior,27,4,17,2.0
1984530,17597,prior,28,0,14,10.0
486619,17597,prior,29,6,14,6.0
2631503,17597,prior,30,3,17,4.0
1633734,17597,prior,31,0,0,4.0
2259547,17597,prior,32,0,15,7.0
3317435,17597,prior,33,0,15,0.0
2334405,17597,prior,34,3,21,3.0
2743781,17597,prior,35,4,16,8.0
1652759,17597,prior,36,1,13,4.0
963003,17597,prior,37,3,14,2.0
870479,17597,prior,38,6,14,3.0
838241,17597,prior,39,2,13,3.0
2482513,17597,prior,40,5,14,3.0
352561,17597,prior,41,6,13,1.0
3084911,17597,prior,42,5,12,13.0
3131313,17597,prior,43,0,14,2.0
38515,17597,prior,44,3,13,3.0
1337164,17597,prior,45,6,22,3.0
916054,17597,prior,46,4,8,5.0
2356159,17597,prior,47,6,19,2.0
2434136,17597,prior,48,1,18,23.0
2255057,17597,prior,49,3,9,2.0
3058130,17597,prior,50,3,12,14.0
2570975,17597,prior,51,2,18,6.0
1929426,17597,prior,52,6,16,4.0
1088560,17597,prior,53,6,16,0.0
1709419,17597,prior,54,6,18,0.0
2101178,17597,prior,55,4,17,5.0
2241443,17597,prior,56,1,19,4.0
3190645,17597,prior,57,4,16,10.0
412501,17597,prior,58,5,13,8.0
911786,17597,prior,59,0,13,2.0
1319857,17597,prior,60,2,21,9.0
2444499,17597,prior,61,6,18,25.0
1199913,17597,prior,62,0,20,8.0
236259,17597,prior,63,4,21,4.0
610370,17597,train,64,6,22,9.0
392991,17609,prior,1,4,20,
685042,17609,prior,2,5,14,8.0
712346,17609,prior,3,6,16,8.0
155686,17609,prior,4,4,19,12.0
565518,17609,prior,5,5,20,8.0
3327093,17609,prior,6,5,13,7.0
230394,17609,prior,7,5,21,7.0
3338406,17609,prior,8,0,14,16.0
3377955,17609,prior,9,5,16,12.0
3009786,17609,prior,10,5,15,21.0
3065221,17609,prior,11,0,8,2.0
1347742,17609,prior,12,4,10,18.0
1966655,17609,prior,13,1,17,11.0
608994,17609,prior,14,0,8,6.0
3132453,17609,prior,15,5,11,19.0
2798213,17609,prior,16,3,15,5.0
1620554,17609,prior,17,3,17,7.0
676639,17609,prior,18,0,9,4.0
2374777,17609,prior,19,5,18,5.0
3292484,17609,prior,20,5,9,7.0
449509,17609,prior,21,4,8,6.0
2878305,17609,prior,22,0,15,10.0
1604648,17609,prior,23,1,11,8.0
1515680,17609,prior,24,4,10,10.0
3336999,17609,prior,25,2,9,5.0
3052578,17609,prior,26,0,15,5.0
3338697,17609,prior,27,5,13,5.0
1002773,17609,prior,28,2,14,18.0
1322840,17609,prior,29,6,8,11.0
3283687,17609,prior,30,1,9,9.0
956592,17609,prior,31,3,16,2.0
3405837,17609,prior,32,2,15,20.0
2259229,17609,prior,33,1,10,13.0
1967417,17609,prior,34,3,11,2.0
788341,17609,prior,35,0,21,4.0
437051,17609,prior,36,3,21,3.0
9425,17609,prior,37,6,9,3.0
2360482,17609,prior,38,5,15,20.0
135714,17609,prior,39,0,12,2.0
2416069,17609,prior,40,5,11,5.0
534070,17609,prior,41,5,19,7.0
377894,17609,train,42,3,10,12.0
146667,17615,prior,1,2,16,
3051460,17615,prior,2,3,19,1.0
371043,17615,prior,3,4,0,8.0
1819595,17615,prior,4,0,0,3.0
2251342,17615,prior,5,3,1,3.0
1227914,17615,prior,6,6,1,3.0
75340,17615,prior,7,3,22,4.0
1240371,17615,prior,8,6,20,3.0
2096500,17615,prior,9,6,8,14.0
3307895,17615,prior,10,0,14,8.0
271997,17615,prior,11,0,18,0.0
3082145,17615,prior,12,2,3,16.0
2730125,17615,prior,13,3,15,1.0
619015,17615,prior,14,5,2,2.0
1473136,17615,prior,15,1,0,3.0
2410729,17615,prior,16,0,0,6.0
3288604,17615,prior,17,3,9,3.0
2598021,17615,prior,18,5,23,9.0
2286186,17615,prior,19,2,18,4.0
3050589,17615,prior,20,6,14,4.0
1491646,17615,prior,21,2,0,3.0
2415705,17615,prior,22,4,9,2.0
1552800,17615,prior,23,6,23,2.0
2592110,17615,prior,24,4,0,5.0
3016201,17615,prior,25,1,23,4.0
312993,17615,prior,26,5,1,4.0
651994,17615,prior,27,2,20,4.0
50999,17615,prior,28,0,15,5.0
2928557,17615,prior,29,5,12,5.0
250249,17615,prior,30,0,20,9.0
2875349,17615,prior,31,2,19,9.0
2165295,17615,prior,32,5,15,3.0
33082,17615,prior,33,2,21,4.0
1480232,17615,prior,34,3,3,8.0
3236230,17615,prior,35,0,8,4.0
1192233,17615,prior,36,2,13,9.0
2547689,17615,prior,37,6,23,4.0
2740716,17615,prior,38,1,17,2.0
1782966,17615,prior,39,1,1,7.0
1819576,17615,prior,40,2,18,8.0
75347,17615,prior,41,2,18,7.0
487400,17615,prior,42,5,1,3.0
616035,17615,prior,43,6,20,1.0
851950,17615,prior,44,3,18,25.0
2446533,17615,prior,45,4,12,30.0
977243,17615,prior,46,3,19,6.0
2520002,17615,test,47,5,20,16.0
1195776,17622,prior,1,1,9,
2480311,17622,prior,2,1,9,7.0
2139823,17622,prior,3,4,15,3.0
3051768,17622,prior,4,5,12,1.0
3090195,17622,prior,5,1,10,3.0
1027830,17622,prior,6,1,12,7.0
369117,17622,prior,7,1,13,0.0
820171,17622,prior,8,0,11,6.0
913659,17622,prior,9,1,12,1.0
3037514,17622,prior,10,2,8,1.0
974235,17622,prior,11,4,10,2.0
1880154,17622,prior,12,3,12,6.0
2643809,17622,prior,13,3,17,7.0
432272,17622,prior,14,2,11,6.0
112590,17622,prior,15,4,13,2.0
528427,17622,prior,16,1,9,4.0
2521366,17622,prior,17,1,11,7.0
1907617,17622,prior,18,2,10,8.0
982813,17622,prior,19,2,7,7.0
508688,17622,prior,20,0,10,19.0
1044922,17622,prior,21,1,14,8.0
643514,17622,prior,22,3,19,2.0
2880548,17622,prior,23,4,9,8.0
2502461,17622,prior,24,3,14,13.0
2712986,17622,prior,25,2,16,13.0
379926,17622,prior,26,2,12,7.0
1722402,17622,prior,27,1,13,27.0
672425,17622,prior,28,3,13,23.0
2141143,17622,prior,29,4,9,15.0
324772,17622,prior,30,2,19,5.0
1373421,17622,prior,31,5,11,10.0
357584,17622,prior,32,1,13,17.0
2647907,17622,prior,33,3,13,2.0
258811,17622,prior,34,6,15,3.0
2522275,17622,prior,35,4,11,30.0
1292135,17622,prior,36,5,9,8.0
3258968,17622,train,37,1,11,24.0
785739,17630,prior,1,6,18,
885167,17630,prior,2,3,1,4.0
2686552,17630,prior,3,4,16,8.0
2010341,17630,prior,4,2,17,5.0
2505011,17630,prior,5,4,17,9.0
76555,17630,prior,6,1,18,4.0
3167271,17630,prior,7,5,17,4.0
2733423,17630,prior,8,1,17,3.0
2917216,17630,prior,9,5,17,4.0
3178523,17630,prior,10,5,17,7.0
2699741,17630,prior,11,2,18,11.0
742773,17630,prior,12,1,17,6.0
3289992,17630,prior,13,6,17,12.0
1289424,17630,prior,14,3,17,11.0
181297,17630,prior,15,4,18,8.0
530943,17630,prior,16,4,14,7.0
1023930,17630,prior,17,1,17,4.0
2673696,17630,prior,18,0,15,6.0
3215890,17630,prior,19,3,18,10.0
1704689,17630,prior,20,3,17,14.0
2829522,17630,prior,21,5,17,9.0
1200361,17630,prior,22,2,18,4.0
1670807,17630,prior,23,0,13,30.0
3085534,17630,prior,24,6,12,6.0
1742518,17630,prior,25,3,18,4.0
989385,17630,prior,26,3,16,7.0
1124796,17630,prior,27,2,16,6.0
1744608,17630,prior,28,0,15,5.0
2930984,17630,prior,29,6,19,6.0
1580764,17630,prior,30,3,15,4.0
2843895,17630,prior,31,1,16,5.0
2162722,17630,prior,32,0,18,6.0
2510623,17630,prior,33,2,15,9.0
93665,17630,prior,34,0,11,5.0
2790234,17630,prior,35,5,17,26.0
1575487,17630,prior,36,5,18,7.0
496669,17630,prior,37,3,16,5.0
522060,17630,prior,38,0,16,4.0
1317660,17630,prior,39,4,14,11.0
2079571,17630,prior,40,2,16,5.0
128503,17630,prior,41,1,16,6.0
421588,17630,prior,42,6,12,5.0
39033,17630,prior,43,4,16,5.0
2523578,17630,prior,44,6,15,9.0
472204,17630,prior,45,5,17,6.0
2763139,17630,prior,46,4,16,6.0
548127,17630,prior,47,2,17,5.0
1441622,17630,prior,48,6,17,4.0
294075,17630,prior,49,4,17,5.0
188610,17630,train,50,6,15,9.0
422913,17633,prior,1,0,12,
793101,17633,prior,2,1,14,8.0
2687873,17633,prior,3,2,13,1.0
1565128,17633,prior,4,4,18,2.0
2592824,17633,prior,5,6,12,2.0
819099,17633,prior,6,1,12,2.0
235517,17633,prior,7,4,10,3.0
2480332,17633,prior,8,5,9,1.0
2218269,17633,prior,9,0,13,2.0
2503887,17633,prior,10,1,13,8.0
1878773,17633,prior,11,3,14,2.0
2445794,17633,prior,12,6,13,3.0
3411296,17633,prior,13,4,11,5.0
2175883,17633,prior,14,6,17,2.0
2536991,17633,prior,15,1,13,2.0
1120230,17633,prior,16,3,15,2.0
1408216,17633,prior,17,3,12,7.0
1563392,17633,prior,18,4,13,1.0
496860,17633,prior,19,2,8,5.0
1745392,17633,prior,20,5,10,3.0
3414629,17633,prior,21,0,15,2.0
3270950,17633,prior,22,3,11,3.0
105792,17633,prior,23,5,21,2.0
1440249,17633,prior,24,0,19,2.0
1703147,17633,prior,25,0,12,30.0
60956,17633,prior,26,5,17,26.0
634263,17633,prior,27,6,9,15.0
2121983,17633,test,28,1,19,9.0
3121049,17649,prior,1,5,12,
573130,17649,prior,2,5,13,7.0
945990,17649,prior,3,5,10,7.0
555804,17649,prior,4,5,10,7.0
2736653,17649,prior,5,5,20,21.0
242610,17649,prior,6,5,14,7.0
1209242,17649,prior,7,6,9,8.0
985662,17649,prior,8,2,11,30.0
2302143,17649,prior,9,5,20,3.0
2432918,17649,prior,10,5,10,7.0
1821381,17649,prior,11,5,11,7.0
2435489,17649,prior,12,6,10,8.0
1365763,17649,prior,13,4,21,5.0
3383228,17649,prior,14,5,13,8.0
2899303,17649,prior,15,6,13,15.0
1869663,17649,prior,16,6,14,7.0
1426533,17649,prior,17,6,14,7.0
1750807,17649,prior,18,6,14,14.0
2499299,17649,prior,19,5,16,6.0
324419,17649,prior,20,5,8,21.0
3194543,17649,prior,21,6,10,8.0
924917,17649,prior,22,6,11,7.0
1217828,17649,prior,23,6,9,21.0
1217746,17649,prior,24,5,20,20.0
2964411,17649,prior,25,5,22,7.0
223368,17649,prior,26,5,12,7.0
219726,17649,prior,27,6,9,15.0
1102212,17649,prior,28,6,10,7.0
3227928,17649,prior,29,6,13,14.0
2137074,17649,prior,30,1,12,9.0
2424431,17649,prior,31,2,11,8.0
1295338,17649,prior,32,6,12,4.0
1627789,17649,prior,33,5,21,6.0
510513,17649,train,34,5,11,7.0
984274,18488,prior,1,0,15,
1249020,18488,prior,2,6,12,6.0
19575,18488,prior,3,4,18,5.0
602823,18488,prior,4,4,15,7.0
2956227,18488,prior,5,6,19,2.0
2933797,18488,prior,6,3,22,4.0
2640083,18488,prior,7,5,12,9.0
554506,18488,prior,8,5,16,7.0
1240464,18488,prior,9,6,18,8.0
712167,18488,prior,10,5,23,6.0
877673,18488,prior,11,6,11,8.0
2211399,18488,prior,12,4,18,5.0
1376690,18488,prior,13,5,23,1.0
1512280,18488,prior,14,6,10,8.0
2957136,18488,prior,15,6,14,7.0
3378915,18488,prior,16,6,10,7.0
3022906,18488,prior,17,5,19,6.0
2463396,18488,prior,18,0,10,9.0
185095,18488,prior,19,1,18,8.0
386508,18488,prior,20,6,10,5.0
610839,18488,prior,21,0,22,8.0
3318821,18488,prior,22,6,20,6.0
1961143,18488,prior,23,3,20,11.0
3090243,18488,prior,24,0,10,11.0
1091507,18488,prior,25,3,23,17.0
479554,18488,prior,26,6,16,10.0
274509,18488,prior,27,0,13,1.0
2398661,18488,prior,28,5,19,5.0
1672201,18488,prior,29,3,15,19.0
206023,18488,prior,30,4,17,15.0
1658274,18488,prior,31,4,23,7.0
2133814,18488,prior,32,5,23,29.0
656689,18488,prior,33,0,3,2.0
1659399,18488,prior,34,1,10,1.0
1945206,18488,prior,35,0,5,6.0
1276207,18488,prior,36,4,16,4.0
524858,18488,prior,37,6,4,2.0
576593,18488,prior,38,2,19,3.0
1098514,18488,prior,39,6,13,4.0
1011959,18488,prior,40,3,17,4.0
181770,18488,prior,41,5,7,9.0
2840650,18488,prior,42,2,18,4.0
758733,18488,prior,43,6,8,4.0
293403,18488,prior,44,0,6,1.0
2106777,18488,prior,45,6,13,6.0
39196,18488,prior,46,1,20,2.0
2810972,18488,prior,47,0,18,6.0
2641626,18488,prior,48,5,23,5.0
238011,18488,prior,49,4,17,6.0
3413291,18488,prior,50,0,11,3.0
3199181,18488,prior,51,3,16,3.0
383787,18488,prior,52,6,11,10.0
185080,18488,prior,53,5,16,6.0
3137891,18488,prior,54,3,14,5.0
2104723,18488,prior,55,6,16,3.0
2911760,18488,train,56,0,9,8.0
3292905,18561,prior,1,4,9,
3187246,18561,prior,2,1,8,4.0
1354197,18561,prior,3,4,11,3.0
208496,18561,prior,4,3,14,6.0
1527122,18561,prior,5,1,8,5.0
3305118,18561,prior,6,3,9,2.0
848207,18561,prior,7,2,8,6.0
2363347,18561,prior,8,0,11,5.0
2364541,18561,prior,9,3,9,3.0
807312,18561,prior,10,1,8,5.0
317474,18561,prior,11,3,13,2.0
79996,18561,prior,12,2,10,6.0
1107382,18561,prior,13,1,9,6.0
1202570,18561,prior,14,1,7,7.0
1147514,18561,prior,15,4,8,3.0
593352,18561,prior,16,1,8,4.0
1084884,18561,prior,17,3,9,2.0
1612784,18561,prior,18,1,7,5.0
2619174,18561,prior,19,0,19,6.0
521211,18561,prior,20,1,8,8.0
2258859,18561,prior,21,2,8,1.0
688364,18561,prior,22,2,8,7.0
448929,18561,prior,23,3,8,8.0
475385,18561,prior,24,4,8,8.0
2467469,18561,prior,25,2,8,5.0
2104502,18561,prior,26,2,8,7.0
1298383,18561,prior,27,4,8,2.0
474024,18561,prior,28,2,8,5.0
1876056,18561,prior,29,4,13,2.0
2456918,18561,prior,30,3,8,6.0
618071,18561,prior,31,1,8,12.0
1321957,18561,prior,32,5,8,4.0
2213112,18561,prior,33,1,8,3.0
2195161,18561,prior,34,3,9,2.0
676094,18561,prior,35,1,17,5.0
1591702,18561,prior,36,2,8,8.0
1724033,18561,prior,37,4,8,2.0
420353,18561,prior,38,2,8,5.0
2283360,18561,prior,39,3,12,15.0
2395466,18561,prior,40,0,19,4.0
1641374,18561,prior,41,1,7,8.0
2057849,18561,prior,42,4,9,3.0
2605322,18561,prior,43,4,7,7.0
925496,18561,prior,44,1,8,4.0
2840809,18561,prior,45,3,9,2.0
1764153,18561,prior,46,1,8,5.0
1838280,18561,train,47,4,8,3.0
1054931,19077,prior,1,2,15,
54870,19077,prior,2,4,17,16.0
2943865,19077,prior,3,2,10,12.0
1595707,19077,prior,4,1,18,13.0
479458,19077,prior,5,5,14,4.0
1045709,19077,prior,6,0,10,16.0
3020877,19077,prior,7,4,12,11.0
264031,19077,prior,8,4,10,7.0
1440445,19077,prior,9,2,11,26.0
2184408,19077,prior,10,6,7,4.0
192900,19077,prior,11,0,16,15.0
771083,19077,prior,12,3,16,10.0
751396,19077,prior,13,5,13,9.0
2567100,19077,prior,14,0,12,16.0
1734683,19077,prior,15,0,11,14.0
2480751,19077,prior,16,2,10,9.0
1346243,19077,prior,17,5,18,17.0
2079968,19077,prior,18,6,12,8.0
911977,19077,prior,19,5,12,27.0
633553,19077,prior,20,6,20,15.0
935125,19077,prior,21,6,11,7.0
2263559,19077,prior,22,1,8,9.0
2074524,19077,prior,23,2,20,8.0
1768973,19077,prior,24,6,19,4.0
1530329,19077,prior,25,3,14,18.0
